"Plot Title: 7B_Weikamp"
"#","Date Time, GMT+02:00","Event, mm (LGR S/N: 20112224, SEN S/N: 20112224, LBL: Rainfall)"
1,05/20/22 02:48:00 PM,0.000
2,05/20/22 02:49:22 PM,0.254
3,05/20/22 02:49:32 PM,0.508
4,05/20/22 02:49:41 PM,0.762
5,05/20/22 02:49:51 PM,1.016
6,05/20/22 02:50:01 PM,1.270
7,05/20/22 02:50:11 PM,1.524
8,05/20/22 02:50:20 PM,1.778
9,05/20/22 02:50:30 PM,2.032
10,05/20/22 02:50:39 PM,2.286
11,05/20/22 02:50:49 PM,2.540
12,05/20/22 02:50:59 PM,2.794
13,05/20/22 02:51:08 PM,3.048
14,05/20/22 02:51:18 PM,3.302
15,05/20/22 02:51:27 PM,3.556
16,05/20/22 02:51:37 PM,3.810
17,05/20/22 02:51:47 PM,4.064
18,05/20/22 02:51:56 PM,4.318
19,05/20/22 02:52:06 PM,4.572
20,05/20/22 02:52:16 PM,4.826
21,05/20/22 02:52:25 PM,5.080
22,05/20/22 02:52:35 PM,5.334
23,05/20/22 02:52:44 PM,5.588
24,05/20/22 02:52:54 PM,5.842
25,05/20/22 02:53:03 PM,6.096
26,05/20/22 02:53:13 PM,6.350
27,05/20/22 02:53:22 PM,6.604
28,05/20/22 02:53:32 PM,6.858
29,05/20/22 02:53:41 PM,7.112
30,05/20/22 02:53:51 PM,7.366
31,05/20/22 02:54:01 PM,7.620
32,05/20/22 02:54:10 PM,7.874
33,05/20/22 02:54:20 PM,8.128
34,05/20/22 02:54:29 PM,8.382
35,05/20/22 02:54:39 PM,8.636
36,05/20/22 02:54:49 PM,8.890
37,05/20/22 02:54:58 PM,9.144
38,05/20/22 02:55:08 PM,9.398
39,05/20/22 02:55:17 PM,9.652
40,05/20/22 02:55:27 PM,9.906
41,05/20/22 02:55:36 PM,10.160
42,05/20/22 02:55:46 PM,10.414
43,05/20/22 02:55:56 PM,10.668
44,05/20/22 02:56:05 PM,10.922
45,05/20/22 02:56:15 PM,11.176
46,05/20/22 02:56:24 PM,11.430
47,05/20/22 02:56:34 PM,11.684
48,05/20/22 02:56:43 PM,11.938
49,05/20/22 02:56:53 PM,12.192
50,05/20/22 02:57:02 PM,12.446
51,05/20/22 02:57:12 PM,12.700
52,05/20/22 02:57:21 PM,12.954
53,05/20/22 02:57:31 PM,13.208
54,05/20/22 02:57:41 PM,13.462
55,05/20/22 02:57:50 PM,13.716
56,05/20/22 02:58:00 PM,13.970
57,05/20/22 02:58:10 PM,14.224
58,05/20/22 02:58:19 PM,14.478
59,05/20/22 02:58:29 PM,14.732
60,05/20/22 02:58:38 PM,14.986
61,05/20/22 02:58:48 PM,15.240
62,05/20/22 02:58:58 PM,15.494
63,05/20/22 02:59:07 PM,15.748
64,05/20/22 02:59:17 PM,16.002
65,05/20/22 02:59:26 PM,16.256
66,05/20/22 02:59:36 PM,16.510
67,05/20/22 02:59:46 PM,16.764
68,05/20/22 02:59:55 PM,17.018
69,05/20/22 03:00:05 PM,17.272
70,05/20/22 03:00:14 PM,17.526
71,05/20/22 03:00:24 PM,17.780
72,05/20/22 03:00:33 PM,18.034
73,05/20/22 03:00:43 PM,18.288
74,05/20/22 03:00:52 PM,18.542
75,05/20/22 03:01:02 PM,18.796
76,05/20/22 03:01:11 PM,19.050
77,05/20/22 03:01:21 PM,19.304
78,05/20/22 03:01:30 PM,19.558
79,05/20/22 03:01:40 PM,19.812
80,05/20/22 03:01:49 PM,20.066
81,05/20/22 03:01:59 PM,20.320
82,05/20/22 03:02:09 PM,20.574
83,05/20/22 03:02:18 PM,20.828
84,05/20/22 03:02:28 PM,21.082
85,05/20/22 03:02:37 PM,21.336
86,05/20/22 03:02:47 PM,21.590
87,05/20/22 03:02:57 PM,21.844
88,05/20/22 03:03:06 PM,22.098
89,05/20/22 03:03:16 PM,22.352
90,05/20/22 03:03:25 PM,22.606
91,05/20/22 03:03:35 PM,22.860
92,05/20/22 03:03:45 PM,23.114
93,05/20/22 03:03:54 PM,23.368
94,05/20/22 03:04:04 PM,23.622
95,05/20/22 03:04:15 PM,23.876
96,05/20/22 03:04:27 PM,24.130
97,05/20/22 03:05:49 PM,24.130
